duration_seconds,cpu0_package_joules,cpu0_dram_joules,cpu1_package_joules,cpu1_dram_joules,schema,text
5.079272,498.526672,63.754916,475.285034,60.724537,S3,5Ko
4.801730,473.090881,60.484205,447.334473,57.355401,S3,5Ko
4.696187,462.234375,59.108873,439.132812,56.156967,S3,5Ko
5.067141,498.393799,63.778647,472.038391,60.441074,S3,5Ko
5.062939,498.375122,63.726581,472.680420,60.506971,S3,5Ko
10.236824,1007.296448,128.623887,956.298035,122.254237,S3,12Ko
10.995655,1082.112305,138.079073,1026.023987,131.248005,S3,12Ko
11.002166,1082.166443,138.047524,1027.820679,131.370910,S3,12Ko
10.441152,1027.554993,131.105945,975.492065,124.631199,S3,12Ko
10.436486,1018.130127,131.364178,987.102295,124.366983,S3,12Ko
10.437840,1029.527039,131.409941,971.938477,124.237102,S3,12Ko
10.286108,1016.025146,129.442406,957.744751,122.383491,S3,12Ko
10.775434,1064.382202,135.473498,1005.974731,128.555863,S3,12Ko
11.046014,1087.205078,138.552898,1031.287781,131.977907,S3,12Ko
10.422891,1017.704529,130.767861,985.203247,124.671560,S3,12Ko
10.304730,1018.127441,129.600256,959.172974,122.831950,S3,12Ko
10.080527,993.840271,126.330402,942.049866,120.687853,S3,12Ko
10.646039,1046.746643,133.603655,994.588074,127.297576,S3,12Ko
10.875067,1070.307617,136.757596,1014.899475,129.703623,S3,12Ko
10.827583,1064.579407,135.756670,1011.536560,129.449475,S3,12Ko
10.904572,1074.868774,137.164852,1016.023865,130.029070,S3,12Ko
10.918421,1077.705078,137.236548,1016.498352,130.089107,S3,12Ko
11.020243,1083.783203,138.262550,1029.634644,131.766859,S3,12Ko
10.488539,1032.401062,131.574737,979.964233,125.377227,S3,12Ko
11.046305,1090.814270,138.870588,1028.954163,131.765191,S3,12Ko
10.153528,990.311462,127.729587,961.281128,121.072756,S3,12Ko
10.561913,1033.146179,132.709737,994.833801,126.122628,S3,12Ko
10.295820,1015.316528,129.532906,959.156372,123.026367,S3,12Ko
11.063981,1089.913696,139.096079,1030.278748,131.935281,S3,12Ko
10.573181,1042.737000,133.099780,984.528748,125.953364,S3,12Ko
10.308725,1014.735657,129.408241,962.621338,123.083757,S3,12Ko
10.259458,1013.379089,129.087798,955.074707,122.244491,S3,12Ko
11.087771,1078.096619,138.995206,1052.131348,132.885427,S3,12Ko
10.516268,1037.524231,132.375799,979.139648,125.407597,S3,12Ko
11.109141,1092.543640,139.510204,1036.886353,132.473306,S3,12Ko
